Activity,Road,Road Code,Comments,Complete,Completed_Date_Time,Contract,Council,Created_Date,Direction,Distance_Past,Job_ID,Job_Type,Latitude,Longitude,Reference_Point
LITTER CONTROL,MORTLAKE-ARARAT RD,5100,John Webber on 12/08/2015 - Remove dead roo from the side of the road,Yes,12/08/2015 11:05,CN8124 WR,ARARAT,12/08/2015 11:04,Reverse,239,306111,Routine Maintenance,-37.5465704,142.83616,DELACOMBE WAY (SR)
LITTER CONTROL,BALLAN-DAYLESFORD RD,5189,Matthew Shaw on 13/08/2015 - Large tree and branches removed from shoulder. Made safe.,Yes,13/08/2015 10:12,CN8124 WR,MOORABOOL,13/08/2015 10:07,Forward,754,306978,Routine Maintenance,,,15 (KM)
LITTER CONTROL,BALLAN-DAYLESFORD RD,5189,Matthew Shaw on 13/08/2015 - Fallen tree removed from the shoulder,Yes,13/08/2015 10:44,CN8124 WR,MOORABOOL,13/08/2015 10:42,Reverse,63,307008,Routine Maintenance,-37.5193585,144.1661352,S. CONROYS LA (SR)
LITTER CONTROL,GLENELG HWY,2670,John Webber on 13/08/2015 - Remove roo from side of road,Yes,13/08/2015 16:15,CN8124 WR,SOUTHERN GRAMPIANS,13/08/2015 16:15,Forward,0,307766,Routine Maintenance,-37.6561042,142.3109086,DUNKELD-CAVENDISH RD (CR)
LITTER CONTROL,GLENELG HWY,2670,John Webber on 13/08/2015 - Remove roo from side of road,Yes,13/08/2015 14:29,CN8124 WR,ARARAT,13/08/2015 14:28,Reverse,454,307634,Routine Maintenance,-37.7045,142.8557712,209 (KM)
LITTER CONTROL,DAYLESFORD-BALLARAT RD,5220,Matthew Shaw on 13/08/2015 - Small animal kicked off the shoulder,Yes,13/08/2015 16:38,CN8124 WR,HEPBURN,13/08/2015 16:37,Forward,328,307774,Routine Maintenance,-37.4769044,143.9771393,WATTLE FLAT RD P2 (SR)
LITTER CONTROL,DAYLESFORD-BALLARAT RD,5220,Matthew Shaw on 13/08/2015 - 2 bags of rubbish picked upm,Yes,13/08/2015 16:56,CN8124 WR,BALLARAT,13/08/2015 16:53,Reverse,25,307782,Routine Maintenance,-37.5550457,143.8972141,MANCEV CT (SR)
LITTER CONTROL,BUNGAREE-CRESWICK RD,5219,Matthew Shaw on 14/08/2015 - Small roo removed from shoulder,Yes,14/08/2015 15:36,CN8124 WR,HEPBURN,14/08/2015 15:34,Reverse,516,308510,Routine Maintenance,-37.4794072,143.9486028,HOWARDS RD (SR)
LITTER CONTROL,BUNGAREE-CRESWICK RD,5219,Matthew Shaw on 14/08/2015 - Roo removed from shoulder,Yes,14/08/2015 15:49,CN8124 WR,HEPBURN,14/08/2015 15:48,Reverse,110,308512,Routine Maintenance,-37.4322313,143.9026408,SLATY CREEK (SN7285) A1 (BR)
LITTER CONTROL,WESTERN HWY - Sec 4,2520,John Webber on 18/08/2015 - Animal removed,Yes,18/08/2015 9:12,CN8124 WR,NORTHERN GRAMPIANS,18/08/2015 8:52,Reverse,261,309502,Routine Maintenance,-37.0990867,142.7963394,ACCESS TO BLACK RANGE RD (SR)
LITTER CONTROL,ST ARNAUD-WYCHEPROOF RD,5244,Mark Templar on 18/08/2015 - Removed.roo from the side of the road,Yes,18/08/2015 13:39,CN8124 WR,NORTHERN GRAMPIANS,18/08/2015 13:38,Reverse,846,310322,Routine Maintenance,-36.5898485,143.2401199,WOOLPACK RD (SR)
LITTER CONTROL,STAWELL-AVOCA RD,5245,Mark Templar on 19/08/2015 - Removed.roo,Yes,19/08/2015 9:07,CN8124 WR,NORTHERN GRAMPIANS,19/08/2015 9:01,Forward,373,311227,Routine Maintenance,-36.9995752,142.8692857,KATHMAUR HILLS RD (SR)
LITTER CONTROL,STAWELL-AVOCA RD,5245,Mark Templar on 19/08/2015 - Removed.large.peice.of.tin,Yes,19/08/2015 11:02,CN8124 WR,NORTHERN GRAMPIANS,19/08/2015 11:00,Forward,11,311419,Routine Maintenance,-36.9419509,142.940759,GREENS CREEK-MORRL MORRL RD P1 (SR)
LITTER CONTROL,STAWELL-AVOCA RD,5245,Mark Templar on 19/08/2015 - Removed.roo,Yes,19/08/2015 13:53,CN8124 WR,PYRENEES,19/08/2015 13:52,Forward,0,311796,Routine Maintenance,,,58 (KM)
LITTER CONTROL,STAWELL-AVOCA RD,5245,Mark Templar on 19/08/2015 - Removed.roos,Yes,19/08/2015 13:52,CN8124 WR,PYRENEES,19/08/2015 13:49,Forward,900,311797,Routine Maintenance,,,57 (KM)
LITTER CONTROL,STAWELL-AVOCA RD,5245,Mark Templar on 19/08/2015 - Removed.roo,Yes,19/08/2015 13:40,CN8124 WR,PYRENEES,19/08/2015 13:38,Forward,500,311799,Routine Maintenance,,,49 (KM)
LITTER CONTROL,ARARAT-HALLS GAP RD,5136,Mark Templar on 20/08/2015 - Completed,Yes,20/08/2015 11:13,CN8124 WR,ARARAT,20/08/2015 11:12,Forward,90,312442,Routine Maintenance,-37.2517599,142.7202886,POLLANDS RD (SR)
LITTER CONTROL,ARARAT-HALLS GAP RD,5136,Mark Templar on 20/08/2015 - Removed.roo,Yes,20/08/2015 11:44,CN8124 WR,ARARAT,20/08/2015 11:42,Forward,122,312533,Routine Maintenance,-37.2448089,142.7049102,26 (KM)
LITTER CONTROL,SKIPTON RD,5090,John Webber on 24/08/2015 - Remove roo from road,Yes,24/08/2015 9:49,CN8124 WR,PYRENEES,24/08/2015 9:47,Reverse,40,313685,Routine Maintenance,-37.4647646,143.3822027,4 (KM)
LITTER CONTROL,SKIPTON RD,5090,John Webber on 24/08/2015 - Remove roo from side of road,Yes,24/08/2015 11:12,CN8124 WR,PYRENEES,24/08/2015 11:11,Reverse,7,313821,Routine Maintenance,-37.5416669,143.3729663,13 (KM)
LITTER CONTROL,SKIPTON RD,5090,John Webber on 24/08/2015 - Remove roo from side of the road,Yes,24/08/2015 11:19,CN8124 WR,PYRENEES,24/08/2015 11:18,Reverse,736,313841,Routine Maintenance,-37.5757879,143.3564344,18 (KM)
LITTER CONTROL,GRAMPIANS RD,4851,Mark Templar on 25/08/2015 - Removed.roo,Yes,25/08/2015 11:03,CN8124 WR,ARARAT,25/08/2015 10:50,Forward,857,314669,Routine Maintenance,-37.5410632,142.4019824,74 (KM)
LITTER CONTROL,GRAMPIANS RD,4851,Mark Templar on 25/08/2015 - Removed.roo,Yes,25/08/2015 10:02,CN8124 WR,ARARAT,25/08/2015 9:57,Forward,739,314671,Routine Maintenance,,,53 (KM)
LITTER CONTROL,GRAMPIANS RD,4851,Mark Templar on 25/08/2015 - Removed.roo,Yes,25/08/2015 9:50,CN8124 WR,ARARAT,25/08/2015 9:46,Forward,43,314673,Routine Maintenance,,,45 (KM)
LITTER CONTROL,WESTERN HWY - Sec 4,2520,John Webber on 25/08/2015 - Remove roo from side of the road,Yes,25/08/2015 9:29,CN8124 WR,NORTHERN GRAMPIANS,25/08/2015 9:27,Forward,406,314475,Routine Maintenance,,,219 (KM)
LITTER CONTROL,WESTERN HWY - Sec 3,2520,John Webber on 25/08/2015 - Remove roo from side of the road,Yes,25/08/2015 11:26,CN8124 WR,ARARAT,25/08/2015 11:24,Reverse,467,314749,Routine Maintenance,-37.3733007,143.1977515,175 (KM)
LITTER CONTROL,NORTHERN GRAMPIANS RD,4002,Mark Templar on 26/08/2015 - Removed.branch,Yes,26/08/2015 9:16,CN8124 WR,NORTHERN GRAMPIANS,26/08/2015 9:02,Forward,429,315467,Routine Maintenance,-37.154403,142.4839464,7 (KM)
LITTER CONTROL,NORTHERN GRAMPIANS RD,4002,Mark Templar on 26/08/2015 - Remove.rock,Yes,26/08/2015 9:23,CN8124 WR,NORTHERN GRAMPIANS,26/08/2015 9:16,Forward,480,315481,Routine Maintenance,,,9 (KM)
LITTER CONTROL,NORTHERN GRAMPIANS RD,4002,Mark Templar on 26/08/2015 - Remove.rrock,Yes,26/08/2015 9:25,CN8124 WR,NORTHERN GRAMPIANS,26/08/2015 9:23,Forward,200,315485,Routine Maintenance,,,10 (KM)
LITTER CONTROL,NORTHERN GRAMPIANS RD,4002,Mark Templar on 26/08/2015 - Remove.roks,Yes,26/08/2015 10:12,CN8124 WR,NORTHERN GRAMPIANS,26/08/2015 9:25,Forward,687,315583,Routine Maintenance,-37.1120479,142.40252,18 (KM)
LITTER CONTROL,MORTLAKE-ARARAT RD,5100,John Webber on 26/08/2015 - Remove roo from side of the road,Yes,26/08/2015 13:09,CN8124 WR,ARARAT,26/08/2015 13:07,Reverse,3,315949,Routine Maintenance,,,50 (KM)
LITTER CONTROL,BALLAN-DAYLESFORD RD,5189,Grant Young on 27/08/2015 - 2x roos removed from shoulder and completed,Yes,27/08/2015 12:54,CN8124 WR,HEPBURN,27/08/2015 12:53,Forward,256,316837,Routine Maintenance,-37.4256275,144.1155948,21 (KM)
LITTER CONTROL,GLENELG HWY,2670,John Webber on 27/08/2015 - Remove dead roo from side of the road,Yes,27/08/2015 15:00,CN8124 WR,ARARAT,27/08/2015 14:59,Forward,498,317115,Routine Maintenance,-37.6827532,143.0242703,192 (KM)
LITTER CONTROL,DAYLESFORD-MALMSBURY RD,5197,John Webber on 28/08/2015 - Remove dead roo from the side of the road,Yes,28/08/2015 12:58,CN8124 WR,HEPBURN,28/08/2015 12:56,Forward,458,317762,Routine Maintenance,-37.2675454,144.3042091,15 (KM)
LITTER CONTROL,DAYLESFORD-MALMSBURY RD,5197,John Webber on 28/08/2015 - Remove dead roo from the side of the road,Yes,28/08/2015 13:00,CN8124 WR,HEPBURN,28/08/2015 12:59,Reverse,2099,317766,Routine Maintenance,-37.2599534,144.3108116,EYLES LA (SR)
LITTER CONTROL,WESTERN HWY - Sec 3,2520,John Webber on 01/09/2015 - Remove dead roo from the side of the road,Yes,1/09/2015 10:25,CN8124 WR,ARARAT,1/09/2015 10:24,Forward,548,318858,Routine Maintenance,-37.3402967,143.1199785,182 (KM)
LITTER CONTROL,DAYLESFORD-BALLARAT RD,5220,Grant Young on 01/09/2015 - Metal removed from shoulder and completed,Yes,1/09/2015 12:26,CN8124 WR,MOORABOOL,1/09/2015 12:25,Forward,1429,319170,Routine Maintenance,-37.510248,143.9718014,MADDERNS RD (SR)
LITTER CONTROL,DONALD-STAWELL RD,5155,Mark Templar on 01/09/2015 - Removed,Yes,1/09/2015 16:18,CN8124 WR,NORTHERN GRAMPIANS,1/09/2015 16:06,Forward,206,319644,Routine Maintenance,-36.879083,142.785652,67 (KM)
LITTER CONTROL,ARARAT-ST ARNAUD RD,5247,Mark Templar on 02/09/2015 - Removed.roo,Yes,2/09/2015 9:41,CN8124 WR,PYRENEES,2/09/2015 9:36,Forward,162,319826,Routine Maintenance,-37.0390398,143.1098998,19 (KM)
LITTER CONTROL,ARARAT-ST ARNAUD RD,5247,Mark Templar on 02/09/2015 - Removed.roo,Yes,2/09/2015 11:20,CN8124 WR,NORTHERN GRAMPIANS,2/09/2015 11:15,Forward,574,320099,Routine Maintenance,-36.7434135,143.1439602,55 (KM)
LITTER CONTROL,ARARAT-ST ARNAUD RD,5247,Mark Templar on 02/09/2015 - Removed.branch,Yes,2/09/2015 11:24,CN8124 WR,NORTHERN GRAMPIANS,2/09/2015 11:20,Forward,462,320111,Routine Maintenance,-36.7226178,143.1550911,58 (KM)
LITTER CONTROL,ARARAT-ST ARNAUD RD,5247,Mark Templar on 02/09/2015 - Removed.branch,Yes,2/09/2015 13:04,CN8124 WR,NORTHERN GRAMPIANS,2/09/2015 12:36,Reverse,600,320342,Routine Maintenance,,,46 (KM)
LITTER CONTROL,MYRNIONG-TRENTHAM RD,5956,Grant Young on 02/09/2015 - Removed dead fox from shoulder and completed,Yes,2/09/2015 10:21,CN8124 WR,MOORABOOL,2/09/2015 10:14,Forward,78,319942,Routine Maintenance,-37.4715253,144.3062223,MARTIN ST (SR)
LITTER CONTROL,GRAMPIANS RD,4851,Mark Templar on 08/09/2015 - Removed.branch,Yes,8/09/2015 8:41,CN8124 WR,NORTHERN GRAMPIANS,8/09/2015 8:39,Forward,932,323370,Routine Maintenance,-37.1276384,142.5410335,21 (KM)
LITTER CONTROL,GRAMPIANS RD,4851,Mark Templar on 08/09/2015 - Cut.and.removed.tree,Yes,8/09/2015 9:06,CN8124 WR,NORTHERN GRAMPIANS,8/09/2015 8:53,Forward,271,323442,Routine Maintenance,-37.1299293,142.5276152,23 (KM)
LITTER CONTROL,GRAMPIANS RD,4851,Mark Templar on 08/09/2015 - Cut.and.removed.tree.branch,Yes,8/09/2015 9:16,CN8124 WR,NORTHERN GRAMPIANS,8/09/2015 9:06,Forward,149,323475,Routine Maintenance,-37.1544257,142.5274368,YOUNG RD (SR)
LITTER CONTROL,GRAMPIANS RD,4851,Mark Templar on 08/09/2015 - Removed.roo,Yes,8/09/2015 12:51,CN8124 WR,ARARAT,8/09/2015 11:50,Forward,252,324211,Routine Maintenance,,,71 (KM)
LITTER CONTROL,GRAMPIANS RD,4851,Mark Templar on 08/09/2015 - Removed.branch,Yes,8/09/2015 10:12,CN8124 WR,NORTHERN GRAMPIANS,8/09/2015 10:10,Forward,400,324252,Routine Maintenance,,,39 (KM)
LITTER CONTROL,GRAMPIANS RD,4851,Mark Templar on 08/09/2015 - Cut.and.removed.large.branch.,Yes,8/09/2015 10:05,CN8124 WR,NORTHERN GRAMPIANS,8/09/2015 9:55,Forward,358,324254,Routine Maintenance,,,38 (KM)
LITTER CONTROL,GRAMPIANS RD,4851,Mark Templar on 08/09/2015 - Removed.roo,Yes,8/09/2015 9:51,CN8124 WR,NORTHERN GRAMPIANS,8/09/2015 9:48,Forward,900,324256,Routine Maintenance,,,36 (KM)
LITTER CONTROL,GRAMPIANS RD,4851,Mark Templar on 08/09/2015 - Removed.branch,Yes,8/09/2015 9:48,CN8124 WR,NORTHERN GRAMPIANS,8/09/2015 9:38,Forward,400,324257,Routine Maintenance,,,36 (KM)
LITTER CONTROL,GRAMPIANS RD,4851,Mark Templar on 08/09/2015 - Removed.roo,Yes,8/09/2015 9:38,CN8124 WR,NORTHERN GRAMPIANS,8/09/2015 9:30,Forward,800,324258,Routine Maintenance,,,33 (KM)
LITTER CONTROL,WESTERN HWY - Sec 4,2520,John Webber on 08/09/2015 - Remove kangaroo from Road,Yes,8/09/2015 15:21,CN8124 WR,ARARAT,8/09/2015 15:20,Forward,64,324678,Routine Maintenance,-37.2108768,142.8848342,EAGLEHAWK RD (SR)
LITTER CONTROL,MORTLAKE-ARARAT RD,5100,John Webber on 09/09/2015 - Remove kangaroo from side of road,Yes,9/09/2015 12:23,CN8124 WR,ARARAT,9/09/2015 12:22,Forward,1400,325453,Routine Maintenance,,,31 (KM)
LITTER CONTROL,PYRENEES HWY,2740,John Webber on 09/09/2015 - Remove roo from side of the road,Yes,9/09/2015 15:44,CN8124 WR,ARARAT,9/09/2015 15:43,Reverse,127,325903,Routine Maintenance,,,124 (KM)
LITTER CONTROL,SKIPTON RD,5090,John Webber on 10/09/2015 - Remove roo from side of road,Yes,10/09/2015 10:01,CN8124 WR,PYRENEES,10/09/2015 10:00,Reverse,257,326279,Routine Maintenance,-37.5468072,143.3685163,14 (KM)
LITTER CONTROL,BUNGAREE-CRESWICK RD,5219,Matthew Shaw on 11/09/2015 - Large roo removed from shoulder,Yes,11/09/2015 11:31,CN8124 WR,MOORABOOL,11/09/2015 11:28,Reverse,190,327768,Routine Maintenance,-37.5259457,143.973039,SPRINGBANK RD (SR)
LITTER CONTROL,BALLARAT-CARNGHAM RD,5078,John Webber on 15/09/2015 - Remove dead roo from the side of the road,Yes,15/09/2015 9:31,CN8124 WR,PYRENEES,15/09/2015 9:30,Reverse,0,329382,Routine Maintenance,-37.5812012,143.6268178,20 (KM)
LITTER CONTROL,SUNRAYSIA HWY,2700,Mark Templar on 15/09/2015 - Removed.rubber,Yes,15/09/2015 13:08,CN8124 WR,NORTHERN GRAMPIANS,15/09/2015 13:01,Forward,228,329960,Routine Maintenance,-36.5934985,143.2166986,MCQUEEN RD (SR) AFTER MEADE RD (SR)
LITTER CONTROL,STAWELL-AVOCA RD,5245,Mark Templar on 16/09/2015 - Removed.branch,Yes,16/09/2015 8:03,CN8124 WR,NORTHERN GRAMPIANS,16/09/2015 8:00,Forward,268,330430,Routine Maintenance,-37.0243772,142.8230529,CONCONGELLA CREEK (SN4585) A2 (BR)
LITTER CONTROL,STAWELL-AVOCA RD,5245,Mark Templar on 16/09/2015 - Removed.roo,Yes,16/09/2015 9:46,CN8124 WR,NORTHERN GRAMPIANS,16/09/2015 9:36,Forward,208,330639,Routine Maintenance,-36.9650292,142.8923407,VINELEA-GRANARD PARK RD (SR)
LITTER CONTROL,ARARAT-HALLS GAP RD,5136,Mark Templar on 17/09/2015 - Removed.roo from the road,Yes,17/09/2015 10:34,CN8124 WR,ARARAT,17/09/2015 10:33,Forward,35,332122,Routine Maintenance,-37.248161,142.7162466,25 (KM)
LITTER CONTROL,ARARAT-HALLS GAP RD,5136,Mark Templar on 17/09/2015 - Removed.branch from  road,Yes,17/09/2015 11:14,CN8124 WR,ARARAT,17/09/2015 11:03,Forward,145,332227,Routine Maintenance,-37.2073385,142.6214284,35 (KM)
LITTER CONTROL,ARARAT-HALLS GAP RD,5136,Mark Templar on 17/09/2015 - Cut.and.removed.branch,Yes,17/09/2015 12:51,CN8124 WR,NORTHERN GRAMPIANS,17/09/2015 12:42,Forward,600,332459,Routine Maintenance,-37.1340871,142.5516657,45 (KM)
LITTER CONTROL,ARARAT-HALLS GAP RD,5136,Mark Templar on 17/09/2015 - Removed.branch,Yes,17/09/2015 14:22,CN8124 WR,ARARAT,17/09/2015 14:21,Forward,489,332697,Routine Maintenance,-37.2143918,142.6369851,33 (KM)
LITTER CONTROL,WESTERN HWY - Sec 4,2520,John Webber on 22/09/2015 - Remove kangaroo from side of the road,Yes,22/09/2015 8:01,CN8124 WR,NORTHERN GRAMPIANS,22/09/2015 8:00,Forward,869,334727,Routine Maintenance,-37.0210288,142.719908,STAWELL-SANDERS-LEDCOURT RD (SR)
LITTER CONTROL,GRAMPIANS RD,4851,Mark Templar on 22/09/2015 - Removed.tyer,Yes,22/09/2015 11:37,CN8124 WR,ARARAT,22/09/2015 11:31,Forward,590,335328,Routine Maintenance,-37.5632911,142.3899959,77 (KM)
LITTER CONTROL,GRAMPIANS RD,4851,Mark Templar on 22/09/2015 - Removed.roo,Yes,22/09/2015 11:19,CN8124 WR,ARARAT,22/09/2015 11:03,Forward,400,335330,Routine Maintenance,-37.5214758,142.4147001,72 (KM)
LITTER CONTROL,GRAMPIANS RD,4851,Mark Templar on 22/09/2015 - Removed.roo,Yes,22/09/2015 10:06,CN8124 WR,ARARAT,22/09/2015 10:04,Forward,300,335335,Routine Maintenance,,,52 (KM)
LITTER CONTROL,GRAMPIANS RD,4851,Mark Templar on 22/09/2015 - Removed.roo,Yes,22/09/2015 9:57,CN8124 WR,ARARAT,22/09/2015 9:56,Forward,800,335337,Routine Maintenance,,,48 (KM)
LITTER CONTROL,NORTHERN GRAMPIANS RD,4002,Mark Templar on 23/09/2015 - Removed.branch,Yes,23/09/2015 8:48,CN8124 WR,NORTHERN GRAMPIANS,23/09/2015 8:19,Forward,480,336106,Routine Maintenance,-37.137032,142.5153746,ROAD START (SE)
LITTER CONTROL,NORTHERN GRAMPIANS RD,4002,Mark Templar on 23/09/2015 - Removed.roo,Yes,23/09/2015 10:22,CN8124 WR,NORTHERN GRAMPIANS,23/09/2015 10:18,Forward,100,336429,Routine Maintenance,,,24 (KM)
LITTER CONTROL,NORTHERN GRAMPIANS RD,4002,Mark Templar on 23/09/2015 - Removed.rocks,Yes,23/09/2015 9:51,CN8124 WR,NORTHERN GRAMPIANS,23/09/2015 9:45,Forward,0,336431,Routine Maintenance,,,20 (KM)
LITTER CONTROL,SILVERBAND RD,4911,Mark Templar on 23/09/2015 - Made.safe,Yes,23/09/2015 11:17,CN8124 WR,NORTHERN GRAMPIANS,23/09/2015 11:14,Forward,200,337077,Routine Maintenance,,,2 (KM)
LITTER CONTROL,CRESWICK-NEWSTEAD RD,5154,Grant Young on 25/09/2015 - Dead roo removed from shoulder,Yes,25/09/2015 12:38,CN8124 WR,HEPBURN,25/09/2015 12:27,Forward,451,338846,Routine Maintenance,-37.2092158,143.9454323,TO CEMETERY (OT)
LITTER CONTROL,WESTERN HWY - Sec 4,2520,John Webber on 29/09/2015 - Remove dead roo from side of the road,Yes,29/09/2015 8:36,CN8124 WR,NORTHERN GRAMPIANS,29/09/2015 8:32,Reverse,132,340117,Routine Maintenance,-37.1069576,142.8054113,ARARAT TO STAWELL RAIL (SN0073) A1 (BR)
LITTER CONTROL,WESTERN HWY - Sec 4,2520,John Webber on 29/09/2015 - Remove dead roo from the side of the road,Yes,29/09/2015 9:05,CN8124 WR,ARARAT,29/09/2015 8:36,Forward,168,340165,Routine Maintenance,-37.2602819,142.9170279,MORELLA RD (SR)
LITTER CONTROL,WESTERN HWY - Sec 3,2520,John Webber on 29/09/2015 - Remove dead roo from the side of the road,Yes,29/09/2015 10:21,CN8124 WR,ARARAT,29/09/2015 10:16,Forward,73,340360,Routine Maintenance,-37.3105492,143.0173738,HOPKINS RIVER (SN0059) A2 (BR)
LITTER CONTROL,SUNRAYSIA HWY,2700,Mark Templar on 29/09/2015 - Removed.roo,Yes,29/09/2015 10:24,CN8124 WR,NORTHERN GRAMPIANS,29/09/2015 10:15,Forward,591,340343,Routine Maintenance,-36.601772,143.2304803,245 (KM)
LITTER CONTROL,DONALD-STAWELL RD,5155,Mark Templar on 29/09/2015 - Removed.roo,Yes,29/09/2015 15:15,CN8124 WR,NORTHERN GRAMPIANS,29/09/2015 15:14,Forward,500,341051,Routine Maintenance,-37.0167673,142.7857543,82 (KM)
LITTER CONTROL,BALLARAT-CARNGHAM RD,5078,John Webber on 29/09/2015 - Remove dead roo on the side of the road,Yes,29/09/2015 14:01,CN8124 WR,BALLARAT,29/09/2015 14:00,Reverse,1193,340852,Routine Maintenance,-37.5596603,143.7227691,SMYTHES CREEK (SN4104) A1 (BR)
LITTER CONTROL,ARARAT-ST ARNAUD RD,5247,Mark Templar on 30/09/2015 - Removed.roo,Yes,30/09/2015 11:35,CN8124 WR,PYRENEES,30/09/2015 11:30,Forward,113,341658,Routine Maintenance,-36.9093066,143.1146621,36 (KM)
LITTER CONTROL,WESTERN HWY - Sec 4,2520,John Webber on 06/10/2015 - Remove dead roo from the side of the road,Yes,6/10/2015 8:17,CN8124 WR,NORTHERN GRAMPIANS,6/10/2015 7:55,Reverse,380,344094,Routine Maintenance,-37.174297,142.8745375,215 (KM)
LITTER CONTROL,WESTERN HWY - Sec 4,2520,John Webber on 06/10/2015 - Remove tyre,Yes,6/10/2015 8:27,CN8124 WR,ARARAT,6/10/2015 8:17,Forward,297,344105,Hazard,-37.2235776,142.8937142,PETTICOAT GULLY RD (SR)
LITTER CONTROL,SKIPTON RD,5090,John Webber on 06/10/2015 - Remove d,Yes,6/10/2015 11:38,CN8124 WR,PYRENEES,6/10/2015 11:35,Forward,587,344609,Routine Maintenance,,,5 (KM)
LITTER CONTROL,BALLARAT-MARYBOROUGH RD,5327,Grant Young on 07/10/2015 - Removed roo from shoulder and completed,Yes,7/10/2015 13:06,CN8124 WR,CENTRAL GOLDFIELDS,7/10/2015 12:57,Forward,137,345826,Routine Maintenance,-37.0754092,143.7266434,SETTLING PONDS TRACK (OT)
LITTER CONTROL,PYRENEES HWY,2740,Mark Templar on 08/10/2015 - Cut.back.branch.on.shoulder,Yes,8/10/2015 8:12,CN8124 WR,ARARAT,8/10/2015 8:00,Reverse,269,346167,Routine Maintenance,-37.2631164,142.9627474,133 (KM)
LITTER CONTROL,GRAMPIANS RD,4851,Mark Templar on 08/10/2015 - Removed.branch,Yes,8/10/2015 9:18,CN8124 WR,NORTHERN GRAMPIANS,8/10/2015 9:02,Forward,545,346241,Routine Maintenance,-37.0790184,142.6611547,9 (KM)
LITTER CONTROL,GRAMPIANS RD,4851,Mark Templar on 08/10/2015 - Removed.branch,Yes,8/10/2015 9:43,CN8124 WR,NORTHERN GRAMPIANS,8/10/2015 9:41,Forward,73,346282,Routine Maintenance,-37.1695708,142.5379955,TYMNA DR (SR)
LITTER CONTROL,GRAMPIANS RD,4851,Mark Templar on 08/10/2015 - Removed.roo,Yes,8/10/2015 12:12,CN8124 WR,ARARAT,8/10/2015 12:07,Forward,172,346710,Routine Maintenance,,,60 (KM)
LITTER CONTROL,GRAMPIANS RD,4851,Mark Templar on 08/10/2015 - Removed.roo,Yes,8/10/2015 11:28,CN8124 WR,ARARAT,8/10/2015 11:25,Forward,700,346717,Routine Maintenance,,,52 (KM)
LITTER CONTROL,GRAMPIANS RD,4851,Mark Templar on 08/10/2015 - Removed.roo,Yes,8/10/2015 11:25,CN8124 WR,ARARAT,8/10/2015 11:22,Forward,200,346718,Routine Maintenance,,,51 (KM)
LITTER CONTROL,GRAMPIANS RD,4851,Mark Templar on 08/10/2015 - Made.safe,Yes,8/10/2015 10:21,CN8124 WR,NORTHERN GRAMPIANS,8/10/2015 10:19,Forward,300,346771,Routine Maintenance,,,36 (KM)
LITTER CONTROL,GRAMPIANS RD,4851,Mark Templar on 08/10/2015 - Made.safe,Yes,8/10/2015 10:19,CN8124 WR,NORTHERN GRAMPIANS,8/10/2015 10:16,Forward,700,346772,Routine Maintenance,,,33 (KM)
LITTER CONTROL,NORTHERN GRAMPIANS RD,4002,Mark Templar on 08/10/2015 - Removed.roo,Yes,8/10/2015 15:46,CN8124 WR,NORTHERN GRAMPIANS,8/10/2015 15:28,Forward,400,347165,Routine Maintenance,,,23 (KM)
LITTER CONTROL,NORTHERN GRAMPIANS RD,4002,Mark Templar on 08/10/2015 - Removed.branch,Yes,8/10/2015 15:27,CN8124 WR,NORTHERN GRAMPIANS,8/10/2015 15:17,Forward,197,347166,Routine Maintenance,-37.1435385,142.4467625,11 (KM)
LITTER CONTROL,SKIPTON RD,5090,Mark Templar on 12/10/2015 - Made.safe,Yes,12/10/2015 13:21,CN8124 WR,PYRENEES,12/10/2015 13:20,Forward,119,348598,Routine Maintenance,-37.4598353,143.38165,DALGLEISHS RD (SR)
LITTER CONTROL,MYRNIONG-TRENTHAM RD,5956,Grant Young on 14/10/2015 - Removed large wombat and it's baby from shoulder and completed,Yes,14/10/2015 10:10,CN8124 WR,HEPBURN,14/10/2015 10:04,Forward,308,350371,Routine Maintenance,-37.4017079,144.3180591,DOMINO RD (SR)
LITTER CONTROL,MORTLAKE-ARARAT RD,5100,Mark Templar on 15/10/2015 - Made.safe,Yes,15/10/2015 11:11,CN8124 WR,ARARAT,15/10/2015 11:08,Reverse,300,351473,Routine Maintenance,-37.6809933,142.844157,BACK BOLAC RD (SR)
LITTER CONTROL,MAROONA-GLENTHOMPSON RD,5109,John Webber on 15/10/2015 - Remove kangaroo from side of road,Yes,15/10/2015 12:51,CN8124 WR,ARARAT,15/10/2015 12:50,Forward,1350,351676,Routine Maintenance,-37.5478723,142.7088535,WEDDING RD (SR)
LITTER CONTROL,GLENELG HWY,2670,Mark Templar on 15/10/2015 - Removed.roo,Yes,15/10/2015 14:23,CN8124 WR,ARARAT,15/10/2015 14:21,Forward,338,351894,Routine Maintenance,-37.6759228,142.6825678,225 (KM)
LITTER CONTROL,GRAMPIANS RD,4851,Mark Templar on 16/10/2015 - Removed.roo,Yes,16/10/2015 7:13,CN8124 WR,NORTHERN GRAMPIANS,16/10/2015 7:08,Forward,28,352007,Routine Maintenance,-37.093688,142.6263577,MOKEPILLY-LAKE LONSDALE RD (SR)
LITTER CONTROL,GRAMPIANS RD,4851,Mark Templar on 16/10/2015 - Made.safe,Yes,16/10/2015 8:27,CN8124 WR,NORTHERN GRAMPIANS,16/10/2015 8:23,Forward,397,352312,Routine Maintenance,-37.2339292,142.5389528,36 (KM)
